Sample	avg_sequence_length	percent_dedup	percent_duplicates	seq_len_read_count	seq_len_bp	sequence_length	total_sequences	percent_gc
temp | CRR216274.merged	453.776784304	3.42829374962	96.5717062504	82315.0	37352636.0	245-476	82315.0	52.0
temp | CRR216275.merged	453.339801311	3.31819661206	96.6818033879	64523.0	29250844.0	246-475	64523.0	52.0
temp | CRR216276.merged	453.87877295	3.61776201268	96.3822379873	60894.0	27638494.0	253-475	60894.0	51.0
temp | CRR216277.merged	449.399985466	4.49838305294	95.5016169471	27521.0	12367937.0	257-475	27521.0	53.0
temp | CRR216278.merged	458.013904451	2.7847101966	97.2152898034	78536.0	35970580.0	276-475	78536.0	51.0
temp | CRR216279.merged	456.817190609	3.96975726224	96.0302427378	62825.0	28699540.0	246-475	62825.0	51.0
temp | CRR216280.merged	458.035077214	3.7599180073	96.2400819927	86837.0	39774392.0	244-475	86837.0	50.0
temp | CRR216281.merged	452.854830119	3.77209264789	96.2279073521	61955.0	28056621.0	246-475	61955.0	52.0
temp | CRR216282.merged	460.410308645	3.76458112407	96.2354188759	35834.0	16498343.0	254-475	35834.0	52.0
temp | CRR216283.merged	453.276050753	4.14908802538	95.8509119746	63050.0	28579055.0	247-474	63050.0	51.0
temp | CRR216284.merged	452.957513081	2.92993916035	97.0700608397	89251.0	40426911.0	255-475	89251.0	52.0
temp | CRR216285.merged	454.128317985	3.80721830986	96.1927816901	59072.0	26826268.0	245-475	59072.0	52.0
temp | CRR216286.merged	457.076049569	4.98358698896	95.016413011	63669.0	29101575.0	254-475	63669.0	52.0
temp | CRR216287.merged	459.140110144	2.80567382451	97.1943261755	86432.0	39684398.0	240-476	86432.0	52.0
temp | CRR216288.merged	459.798388376	3.39623185481	96.6037681452	69371.0	31896674.0	245-475	69371.0	50.0
temp | CRR216289.merged	453.915063055	2.95539467539	97.0446053246	85640.0	38873286.0	243-475	85640.0	52.0
temp | CRR216290.merged	453.640143922	4.17630429196	95.823695708	38910.0	17651138.0	255-475	38910.0	52.0
temp | CRR216291.merged	454.886768992	4.01964980941	95.9803501906	49059.0	22316290.0	255-475	49059.0	51.0
temp | CRR216292.merged	458.905214576	5.72432320727	94.2756767927	29034.0	13323854.0	247-475	29034.0	53.0
temp | CRR216293.merged	460.78520896	4.31363323195	95.6863667681	59509.0	27420867.0	244-475	59509.0	52.0
temp | CRR216294.merged	454.24282346	2.93250810492	97.0674918951	67860.0	30824918.0	260-476	67860.0	53.0
temp | CRR216295.merged	455.984822582	2.93630182573	97.0636981743	76627.0	34940749.0	253-475	76627.0	51.0
temp | CRR216296.merged	454.221990668	4.28969256589	95.7103074341	54223.0	24629279.0	260-475	54223.0	52.0
temp | CRR216297.merged	460.650835142	3.28740419122	96.7125958088	67713.0	31192050.0	245-475	67713.0	50.0
temp | CRR216298.merged	458.488939611	3.16551454285	96.8344854572	76670.0	35152347.0	243-475	76670.0	51.0
temp | CRR216299.merged	453.002099465	4.12894778427	95.8710522157	44297.0	20066634.0	263-475	44297.0	52.0
temp | CRR216300.merged	459.338586096	2.63442312888	97.3655768711	103628.0	47600339.0	259-475	103628.0	51.0
temp | CRR216301.merged	452.15677902	3.02177019417	96.9782298058	118970.0	53793092.0	244-476	118970.0	52.0
temp | CRR216302.merged	456.763999814	3.72399702823	96.2760029718	43072.0	19673739.0	247-475	43072.0	51.0
temp | CRR216303.merged	459.045783775	3.73779704949	96.2622029505	41281.0	18949869.0	274-475	41281.0	53.0
temp | CRR216304.merged	451.699134607	2.71142402146	97.2885759785	95448.0	43113779.0	254-475	95448.0	53.0
temp | CRR216305.merged	460.631598436	2.95683993858	97.0431600614	91821.0	42295654.0	263-476	91821.0	52.0
temp | CRR216306.merged	455.115588249	3.17780381201	96.822196188	88772.0	40401521.0	251-476	88772.0	52.0
temp | CRR216307.merged	451.467332282	3.05915324616	96.9408467538	97053.0	43816259.0	248-475	97053.0	52.0
temp | CRR216308.merged	450.139847038	2.49445626103	97.505543739	110485.0	49733701.0	247-476	110485.0	53.0
temp | CRR216309.merged	457.37203877	2.9522114529	97.0477885471	83158.0	38034144.0	245-476	83158.0	51.0
temp | CRR216310.merged	455.190786847	2.71954508719	97.2804549128	102701.0	46748549.0	245-475	102701.0	52.0
temp | CRR216311.merged	454.978798132	3.2308484425	96.7691515575	54382.0	24742657.0	245-475	54382.0	51.0
temp | CRR216312.merged	452.028360794	3.87745236273	96.1225476373	49646.0	22441400.0	253-475	49646.0	52.0
temp | CRR216313.merged	452.395793792	2.46383816474	97.5361618353	84827.0	38375378.0	262-475	84827.0	52.0
temp | CRR216314.merged	462.855633368	3.33035108287	96.6696489171	64828.0	30006005.0	263-475	64828.0	52.0
temp | CRR216315.merged	470.656209028	2.29443716052	97.7055628395	64068.0	30154002.0	251-475	64068.0	54.0
temp | CRR216316.merged	460.057198021	3.78182695789	96.2181730421	41435.0	19062470.0	256-475	41435.0	53.0
temp | CRR216317.merged	451.79638444	3.23107389779	96.7689261022	86349.0	39012166.0	244-475	86349.0	53.0
temp | CRR216318.merged	455.469398099	2.7390175533	97.2609824467	96677.0	44033415.0	252-475	96677.0	51.0
temp | CRR216319.merged	448.703775333	2.75275043428	97.2472495657	86350.0	38745571.0	246-476	86350.0	53.0
temp | CRR216320.merged	456.640521138	3.61162811309	96.3883718869	67698.0	30913650.0	262-476	67698.0	51.0
temp | CRR216321.merged	454.037723498	2.91950325428	97.0804967457	53468.0	24276489.0	299-475	53468.0	51.0
temp | CRR216322.merged	453.908030281	3.64325771938	96.3567422806	75427.0	34236921.0	246-475	75427.0	52.0
temp | CRR216323.merged	455.790794729	2.81775714898	97.182242851	100399.0	45760940.0	245-476	100399.0	51.0
temp | CRR216324.merged	456.043943893	4.22914932475	95.7708506752	80489.0	36706521.0	244-475	80489.0	51.0
temp | CRR216325.merged	454.482954652	3.55119214586	96.4488078541	53475.0	24303476.0	249-475	53475.0	52.0
temp | CRR216326.merged	454.828094529	2.62123591123	97.3787640888	99991.0	45478716.0	245-475	99991.0	52.0
temp | CRR216327.merged	459.457960473	2.98447943086	97.0155205691	62691.0	28803879.0	246-475	62691.0	49.0
temp | CRR216328.merged	453.298282834	4.25937007017	95.7406299298	55149.0	24998947.0	258-475	55149.0	53.0
temp | CRR216329.merged	448.972633193	2.98837357864	97.0116264214	78270.0	35141088.0	246-475	78270.0	53.0
temp | CRR216330.merged	452.105847923	3.28783797783	96.7121620222	77224.0	34913422.0	245-476	77224.0	52.0
temp | CRR216331.merged	454.792072749	2.37657772807	97.6234222719	75108.0	34158523.0	295-475	75108.0	54.0
temp | CRR216332.merged	457.229052389	3.927180221	96.072819779	50316.0	23005937.0	243-475	50316.0	53.0
temp | CRR216333.merged	456.919530169	3.35855662535	96.6414433747	70834.0	32365438.0	253-474	70834.0	50.0
temp | CRR216334.merged	451.507366722	4.44346105789	95.5565389421	38416.0	17345107.0	264-474	38416.0	52.0
temp | CRR216335.merged	461.933252469	2.78403511812	97.2159648819	86565.0	39987252.0	244-476	86565.0	53.0
temp | CRR216336.merged	455.094719357	3.3375825704	96.6624174296	51774.0	23562074.0	295-475	51774.0	52.0
temp | CRR216337.merged	455.436669421	3.29266514363	96.7073348564	102865.0	46848493.0	250-475	102865.0	51.0
temp | CRR216338.merged	459.421929081	3.39344063899	96.606559361	82630.0	37962034.0	246-475	82630.0	52.0
temp | CRR216339.merged	455.664956205	3.04094775631	96.9590522437	87111.0	39693430.0	245-476	87111.0	54.0
temp | CRR216340.merged	453.13655524	3.65650426429	96.3434957357	51005.0	23112230.0	253-475	51005.0	52.0
temp | CRR216341.merged	455.945767045	3.26420454545	96.7357954545	70400.0	32098582.0	263-475	70400.0	52.0
temp | CRR216342.merged	449.906889732	2.51750494414	97.4824950559	130963.0	58921156.0	248-475	130963.0	53.0
temp | CRR216343.merged	458.61154781	3.51472144901	96.485278551	102028.0	46791219.0	245-476	102028.0	52.0
temp | CRR216344.merged	458.437108434	3.84771084337	96.1522891566	51875.0	23781425.0	244-475	51875.0	51.0
temp | CRR216345.merged	457.612579935	3.78236712444	96.2176328756	47695.0	21825832.0	261-476	47695.0	51.0
temp | CRR216346.merged	454.976977433	5.9620596206	94.0379403794	78966.0	35927712.0	245-476	78966.0	52.0
temp | CRR216347.merged	455.181674938	4.12214293476	95.8778570652	55214.0	25132401.0	245-476	55214.0	52.0
temp | CRR216348.merged	455.795915125	2.96281809959	97.0371819004	81814.0	37290487.0	256-476	81814.0	51.0
temp | CRR216349.merged	451.99000725	3.50138135078	96.4986186492	51037.0	23068214.0	256-474	51037.0	52.0
temp | CRR216350.merged	453.535842971	4.65895633331	95.3410436667	39687.0	17999477.0	247-475	39687.0	55.0
temp | CRR216351.merged	459.482963322	3.28164279008	96.7183572099	66034.0	30341498.0	249-475	66034.0	50.0
temp | CRR216352.merged	459.647694922	3.86092291395	96.139077086	90626.0	41656032.0	245-475	90626.0	50.0
temp | CRR216353.merged	452.089437928	2.75947176917	97.2405282308	78602.0	35535134.0	248-476	78602.0	52.0
temp | CRR216354.merged	450.8240713	5.86179348912	94.1382065109	40056.0	18058209.0	244-475	40056.0	53.0
temp | CRR216355.merged	451.817273439	2.39767952267	97.6023204773	90671.0	40966724.0	246-475	90671.0	55.0
temp | CRR216356.merged	456.251770072	3.06847042969	96.9315295703	96465.0	44012327.0	249-475	96465.0	51.0
temp | CRR216357.merged	450.0281995	3.70241428896	96.297585711	66065.0	29731113.0	246-475	66065.0	52.0
temp | CRR216358.merged	460.33540854	2.91107786031	97.0889221397	74852.0	34457026.0	273-475	74852.0	49.0
temp | CRR216359.merged	451.087404467	3.19749385617	96.8025061438	74058.0	33406631.0	275-474	74058.0	52.0
temp | CRR216360.merged	454.533955761	2.96111713403	97.038882866	61801.0	28090653.0	243-475	61801.0	53.0
temp | CRR216361.merged	455.336721583	3.50805861402	96.491941386	61487.0	27997289.0	262-475	61487.0	51.0
temp | CRR216362.merged	455.904671341	2.87538293891	97.1246170611	97274.0	44347671.0	247-476	97274.0	51.0
temp | CRR216363.merged	452.240205661	3.06118989773	96.9388101023	88495.0	40020997.0	243-475	88495.0	52.0
temp | CRR216364.merged	453.800603896	4.30034882599	95.699651174	72529.0	32913704.0	258-476	72529.0	53.0
temp | CRR216365.merged	458.104761905	3.39385984103	96.606140159	68565.0	31409953.0	246-475	68565.0	51.0
temp | CRR216366.merged	457.502540162	6.96370543274	93.0362945673	43698.0	19991946.0	245-475	43698.0	53.0
temp | CRR216367.merged	456.064898034	3.92353665769	96.0764633423	43838.0	19992973.0	295-475	43838.0	53.0
temp | CRR216368.merged	456.960922323	2.9843182522	97.0156817478	71038.0	32461590.0	249-475	71038.0	50.0
temp | CRR216369.merged	452.373338427	3.00430025371	96.9956997463	102087.0	46181437.0	248-475	102087.0	53.0
temp | CRR216370.merged	457.447877518	4.62694843201	95.373051568	32462.0	14849673.0	260-475	32462.0	51.0
temp | CRR216371.merged	460.899804108	4.14548919949	95.8545108005	37776.0	17410951.0	277-475	37776.0	51.0
temp | CRR216372.merged	456.323481069	3.49491046455	96.5050895355	69358.0	31649684.0	244-475	69358.0	51.0
temp | CRR216373.merged	459.70443196	4.03141905951	95.9685809405	38448.0	17674716.0	246-475	38448.0	53.0
temp | CRR216374.merged	462.871173401	2.86004309654	97.1399569035	56153.0	25991605.0	246-475	56153.0	53.0
temp | CRR216375.merged	451.247975194	3.19959370239	96.8004062976	37411.0	16881638.0	253-475	37411.0	53.0
temp | CRR216376.merged	454.98331236	2.77219540597	97.227804594	106486.0	48449353.0	255-475	106486.0	51.0
temp | CRR216377.merged	456.685693419	3.74746409154	96.2525359085	61615.0	28138689.0	265-475	61615.0	51.0
temp | CRR216378.merged	464.920539251	3.39737754926	96.6026224507	40649.0	18898555.0	253-475	40649.0	54.0
temp | CRR216379.merged	454.995763807	3.78098164795	96.219018352	69638.0	31684995.0	247-476	69638.0	51.0
temp | CRR216380.merged	458.193376285	3.44962653808	96.5503734619	74037.0	33923263.0	246-476	74037.0	53.0
temp | CRR216381.merged	457.717959172	4.66482960297	95.335170397	71128.0	32556563.0	244-476	71128.0	52.0
temp | CRR216382.merged	453.253876538	4.31779708836	95.6822029116	44305.0	20081413.0	253-475	44305.0	54.0
temp | CRR216383.merged	451.944972126	3.70449083686	96.2955091631	61169.0	27645022.0	249-476	61169.0	53.0
temp | CRR216384.merged	457.306322552	5.28194147038	94.7180585296	26619.0	12173037.0	268-475	26619.0	52.0
temp | CRR216385.merged	462.807545501	3.96580944661	96.0341905534	67855.0	31403806.0	244-476	67855.0	52.0
temp | CRR216386.merged	455.513924381	5.52803129074	94.4719687093	38350.0	17468959.0	256-475	38350.0	53.0
temp | CRR216387.merged	464.130528425	3.63002737103	96.369972629	66859.0	31031303.0	253-476	66859.0	53.0
temp | CRR216388.merged	457.008027418	4.08152044426	95.9184795557	54563.0	24935729.0	241-476	54563.0	53.0
temp | CRR216389.merged	449.712866648	4.99250304564	95.0074969544	42684.0	19195544.0	245-475	42684.0	53.0
temp | CRR216390.merged	453.183668644	4.23437365661	95.7656263434	46524.0	21083917.0	251-475	46524.0	54.0
temp | CRR216391.merged	450.249401218	3.10682269212	96.8931773079	58452.0	26317978.0	247-476	58452.0	52.0
temp | CRR216392.merged	453.555192371	4.654963564	95.345036436	52009.0	23588952.0	244-476	52009.0	53.0
temp | CRR216393.merged	465.681785877	3.97630979499	96.023690205	54875.0	25554288.0	245-476	54875.0	53.0
temp | CRR216394.merged	466.241622997	2.4120377302	97.5879622698	66790.0	31140278.0	246-476	66790.0	54.0
temp | CRR216395.merged	455.493091714	4.09577303104	95.904226969	73173.0	33329796.0	247-475	73173.0	53.0
temp | CRR216396.merged	466.942313506	3.08348893038	96.9165110696	56235.0	26258501.0	252-475	56235.0	52.0
temp | CRR216397.merged	455.59521908	3.35971249138	96.6402875086	55094.0	25100563.0	245-474	55094.0	55.0
temp | CRR216398.merged	459.081597511	3.43942117427	96.5605788257	66203.0	30392579.0	244-475	66203.0	53.0
temp | CRR216399.merged	464.520529856	3.47666405315	96.5233359468	48466.0	22513452.0	246-476	48466.0	54.0
temp | CRR216400.merged	462.005494731	3.49981547546	96.5001845245	48774.0	22533856.0	246-476	48774.0	53.0
temp | CRR216401.merged	461.505586028	3.91310623557	96.0868937644	69280.0	31973107.0	245-476	69280.0	53.0
temp | CRR216402.merged	452.611055521	4.79757687211	95.2024231279	36977.0	16736199.0	245-475	36977.0	52.0
temp | CRR216403.merged	464.18802539	3.78709898782	96.2129010122	23316.0	10823008.0	244-475	23316.0	55.0
temp | CRR216404.merged	466.401213674	3.70979704673	96.2902029533	74155.0	34585982.0	243-475	74155.0	53.0
temp | CRR216405.merged	455.890006388	4.28394742922	95.7160525708	73577.0	33543019.0	243-476	73577.0	52.0
temp | CRR216406.merged	467.078463443	4.2790204226	95.7209795774	22622.0	10566249.0	259-475	22622.0	54.0
temp | CRR216407.merged	463.949389628	4.50298301973	95.4970169803	54475.0	25273643.0	244-476	54475.0	53.0
temp | CRR216408.merged	452.489382834	4.05021552152	95.9497844785	50343.0	22779673.0	246-476	50343.0	53.0
temp | CRR216409.merged	457.088079718	2.98338414083	97.0166158592	82993.0	37935111.0	272-474	82993.0	50.0
temp | CRR216410.merged	454.370861893	3.36152836517	96.6384716348	54856.0	24924968.0	299-475	54856.0	52.0
temp | CRR216411.merged	453.637902657	3.90648617782	96.0935138222	59542.0	27010508.0	253-475	59542.0	52.0
temp | CRR216412.merged	454.824313622	4.27138331573	95.7286166843	37880.0	17228745.0	296-475	37880.0	52.0
temp | CRR216413.merged	454.854391682	2.98514748777	97.0148525122	81939.0	37270314.0	251-475	81939.0	52.0
temp | CRR216414.merged	452.355776167	3.89642145416	96.1035785458	81793.0	36999536.0	241-476	81793.0	53.0
temp | CRR216415.merged	458.06854038	2.81155840948	97.1884415905	101225.0	46367988.0	255-476	101225.0	51.0
temp | CRR216416.merged	456.87658259	4.46374072105	95.5362592789	50787.0	23203391.0	244-475	50787.0	51.0
temp | CRR216417.merged	454.448447382	3.09952922155	96.9004707784	105145.0	47782982.0	243-476	105145.0	52.0
temp | CRR216418.merged	460.797792557	4.59034951182	95.4096504882	35335.0	16282290.0	251-475	35335.0	52.0
temp | CRR216419.merged	463.515267277	3.63708714684	96.3629128532	37695.0	17472208.0	283-475	37695.0	52.0
temp | CRR216420.merged	460.485223957	3.39772931561	96.6022706844	72313.0	33299068.0	245-475	72313.0	52.0
temp | CRR216421.merged	463.198297256	3.20729353371	96.7927064663	58024.0	26876618.0	244-476	58024.0	54.0
temp | CRR216422.merged	455.526008097	3.23862871959	96.7613712804	81763.0	37245173.0	248-475	81763.0	51.0
temp | CRR216423.merged	458.840000448	3.77529548711	96.2247045129	89344.0	40994601.0	244-475	89344.0	50.0
temp | CRR216424.merged	452.991393331	3.73662784237	96.2633721576	98993.0	44842977.0	245-476	98993.0	52.0
temp | CRR216425.merged	456.053930201	4.05802041319	95.9419795868	52809.0	24083752.0	245-476	52809.0	54.0
temp | CRR216426.merged	458.32469972	3.59794093742	96.4020590626	55365.0	25375147.0	246-475	55365.0	51.0
temp | CRR216427.merged	453.423174806	3.60986706476	96.3901329352	70335.0	31891519.0	245-475	70335.0	52.0
temp | CRR216428.merged	465.126968624	3.97794327107	96.0220567289	49146.0	22859130.0	249-476	49146.0	52.0
temp | CRR216429.merged	454.158705701	4.65164702453	95.3483529755	48026.0	21811426.0	246-475	48026.0	53.0
temp | CRR216430.merged	458.168588363	4.16611080406	95.8338891959	52471.0	24040564.0	251-475	52471.0	51.0
temp | CRR216431.merged	463.05874134	4.74180590324	95.2581940968	34354.0	15907920.0	247-475	34354.0	53.0
temp | CRR216432.merged	455.395990334	5.06430209699	94.935697903	48832.0	22237897.0	246-475	48832.0	52.0
temp | CRR216433.merged	455.651996818	3.28241845664	96.7175815434	62850.0	28637728.0	258-475	62850.0	52.0
temp | CRR216434.merged	453.01522978	4.7288965908	95.2711034092	60014.0	27187256.0	243-475	60014.0	53.0
temp | CRR216435.merged	460.881977093	3.9731588566	96.0268411434	71681.0	33036481.0	245-476	71681.0	52.0
temp | CRR216436.merged	456.592730778	4.03627470232	95.9637252977	56017.0	25576955.0	245-475	56017.0	51.0
temp | CRR216437.merged	464.290470155	3.5588386739	96.4411613261	50494.0	23443883.0	274-475	50494.0	51.0
temp | CRR216438.merged	455.057299278	3.12125111785	96.8787488822	91694.0	41726024.0	245-475	91694.0	51.0
temp | CRR216439.merged	457.78658224	4.91950369155	95.0804963084	39008.0	17857339.0	253-475	39008.0	52.0
temp | CRR216440.merged	456.940694372	3.43653294522	96.5634670548	70769.0	32337236.0	245-475	70769.0	52.0
temp | CRR216441.merged	455.602385728	4.82053689557	95.1794631044	46862.0	21350439.0	243-475	46862.0	52.0
temp | CRR216442.merged	455.883245924	3.32048527739	96.6795147226	63304.0	28859233.0	273-475	63304.0	52.0
temp | CRR216443.merged	460.652102915	3.8298680338	96.1701319662	52665.0	24260243.0	251-476	52665.0	52.0
temp | CRR216444.merged	457.538295103	2.93446474754	97.0655352525	59159.0	27067508.0	244-476	59159.0	51.0
temp | CRR216445.merged	456.327642664	4.27594976951	95.7240502305	31455.0	14353786.0	258-475	31455.0	51.0
temp | CRR216446.merged	451.698643385	3.99194089993	96.0080591001	74450.0	33628964.0	244-475	74450.0	52.0
temp | CRR216447.merged	451.973422611	3.92480041205	96.0751995879	38830.0	17550128.0	257-476	38830.0	52.0
temp | CRR216448.merged	454.327683158	3.36093600609	96.6390639939	61709.0	28036107.0	244-475	61709.0	52.0
temp | CRR216449.merged	451.375197871	2.67728096538	97.3227190346	87178.0	39349987.0	243-476	87178.0	52.0
temp | CRR216450.merged	452.057555368	3.1440468288	96.8559531712	66284.0	29964183.0	246-475	66284.0	52.0
